user_id,plan_type,subscription_days,cohort_month,acquisition_channel,cac,is_new_user,active_days_l30,watch_sessions_l30,total_watch_time_l30,active_days_l60,watch_sessions_l60,total_watch_time_l60,active_days_l90,watch_sessions_l90,total_watch_time_l90,completion_rate_l30,binge_sessions_l30,content_diversity_score,avg_session_duration,last_watch_days_ago,trial_user,is_paid,churned_90d
U08347,Family,285,2023-04,paid,96,0,7,7,21,9,9,29,12,12,36,0.22,8,0.27,21,31,0,1,1
U08348,Family,136,2025-09,paid,117,0,5,8,24,6,10,30,10,16,48,0.21,9,0.28,28,18,0,1,0
U08349,Family,128,2025-06,organic,0,0,12,11,22,15,14,28,25,22,45,0.85,6,0.67,30,41,0,1,0
U08350,Hollywood,166,2023-09,paid,115,0,14,13,26,18,16,33,22,21,42,0.9,5,0.72,20,5,0,1,0
U08351,Hollywood,437,2024-09,paid,90,0,10,23,46,14,32,65,18,42,85,0.46,10,0.71,63,42,0,1,1
U08352,Family,127,2023-05,organic,0,0,16,15,60,24,23,93,24,22,90,0.33,3,0.83,29,43,0,1,1
U08353,Family,487,2025-08,organic,0,0,17,9,27,26,14,42,28,14,44,0.76,6,0.71,40,43,0,1,0
U08354,Hollywood,403,2024-04,organic,0,0,6,8,24,9,12,38,12,16,48,0.91,12,0.87,64,11,0,1,0
U08355,Family,470,2025-10,paid,140,0,10,15,60,13,20,83,14,22,89,0.47,13,0.37,52,24,0,1,0
U08356,Hollywood,282,2025-09,organic,0,0,11,27,81,13,33,101,18,45,136,0.68,8,0.35,57,39,0,1,0
U08357,Hollywood,374,2023-10,paid,78,0,4,8,24,5,10,30,7,15,45,0.2,11,0.74,53,33,0,1,1
U08358,Family,146,2023-03,organic,0,0,8,18,54,12,27,81,15,35,106,0.87,10,0.35,26,42,0,1,0
U08359,Family,46,2025-09,paid,106,0,3,5,10,4,6,13,4,7,14,0.46,3,0.72,30,42,0,1,1
U08360,Hollywood,152,2024-12,paid,122,0,16,10,30,24,15,45,26,16,48,0.93,4,0.62,61,40,0,1,0
U08361,Family,37,2024-08,paid,93,0,10,21,42,12,26,52,16,34,69,0.4,9,0.71,62,23,0,1,0
U08362,Family,192,2023-01,organic,0,0,6,11,22,8,15,30,11,21,42,0.76,14,0.2,67,41,0,1,0
U08363,Family,375,2023-04,paid,133,0,8,18,36,11,26,52,13,29,58,0.67,0,0.5,24,15,0,1,0
U08364,Family,450,2023-04,organic,0,0,8,8,32,11,11,47,15,15,61,0.76,1,0.29,69,18,0,1,0
U08365,Family,230,2023-04,paid,126,0,19,22,44,25,29,59,38,44,88,0.84,11,0.3,49,40,0,1,0
U08366,Family,127,2025-01,paid,119,0,4,14,56,5,18,74,7,25,101,0.77,12,0.62,44,6,0,1,0
U08367,Family,496,2023-02,organic,0,0,18,11,22,28,17,34,35,21,42,0.93,4,0.35,42,35,0,1,0
U08368,Hollywood,272,2024-06,paid,141,0,8,13,52,10,17,71,17,27,111,0.21,0,0.47,31,17,0,1,0
U08369,Family,261,2025-12,paid,138,0,10,15,60,12,18,73,16,25,101,0.82,7,0.3,52,0,0,1,0
U08370,Hollywood,290,2025-02,organic,0,0,7,6,24,9,8,34,10,9,37,0.83,12,0.77,32,35,0,1,0
U08371,Hollywood,217,2023-01,paid,87,0,7,20,40,9,28,56,13,38,76,0.53,12,0.85,21,22,0,1,0
U08372,Family,354,2025-11,organic,0,0,4,7,28,4,8,33,6,10,42,0.59,1,0.75,68,0,0,1,0
U08373,Hollywood,149,2025-06,organic,0,0,2,4,8,2,5,10,2,5,11,0.52,0,0.71,45,35,0,1,1
U08374,Hollywood,369,2025-04,paid,104,0,13,10,30,16,12,37,18,14,43,0.38,2,0.4,23,34,0,1,0
U08375,Family,103,2025-03,paid,82,0,5,7,21,6,9,29,10,14,44,0.24,8,0.82,43,2,0,1,0
U08376,Hollywood,439,2023-08,organic,0,0,7,11,22,9,14,29,12,19,39,0.4,2,0.78,20,15,0,1,0
U08377,Hollywood,307,2024-12,organic,0,0,7,11,22,10,16,32,10,15,31,0.86,5,0.23,63,24,0,1,0
U08378,Hollywood,319,2025-06,organic,0,0,4,4,12,5,5,17,6,6,20,0.61,11,0.62,52,37,0,1,1
U08379,Hollywood,183,2025-09,paid,78,0,9,12,48,13,17,70,14,19,77,0.9,13,0.25,53,44,0,1,0
U08380,Hollywood,252,2025-12,organic,0,0,7,15,45,9,21,63,12,26,80,0.65,7,0.42,52,3,0,1,0
U08381,Hollywood,64,2024-06,paid,107,0,10,9,27,13,12,37,17,16,48,0.56,14,0.64,41,1,0,1,0
U08382,Family,25,2024-05,paid,145,1,19,27,81,23,32,98,30,42,128,0.68,12,0.84,34,5,1,0,0
U08383,Hollywood,486,2023-02,organic,0,0,5,9,27,6,11,35,9,16,50,0.78,9,0.59,47,36,0,1,0
U08384,Family,413,2025-11,organic,0,0,12,27,108,16,37,150,19,44,176,0.76,3,0.82,56,40,0,1,0
U08385,Family,331,2024-07,organic,0,0,9,14,42,10,16,50,18,28,84,0.84,2,0.75,69,41,0,1,0
U08386,Family,279,2023-06,paid,100,0,17,8,24,23,11,33,25,12,36,0.7,10,0.25,45,19,0,1,0
U08387,Hollywood,308,2024-11,paid,116,0,21,26,52,31,38,77,45,56,112,0.53,11,0.89,54,10,0,1,0
U08388,Family,391,2025-04,paid,127,0,4,8,32,5,10,43,7,15,61,0.54,6,0.45,21,30,0,1,0
U08389,Hollywood,53,2025-03,organic,0,0,10,8,24,13,10,31,15,12,36,0.47,8,0.56,43,2,0,1,0
U08390,Hollywood,31,2025-10,paid,104,0,12,28,112,14,34,137,20,48,194,0.93,10,0.55,64,33,0,1,0
U08391,Family,364,2023-12,organic,0,0,6,26,104,7,33,132,8,37,150,0.51,2,0.41,51,10,0,1,0
U08392,Hollywood,126,2023-02,organic,0,0,7,18,72,10,27,110,13,33,135,0.58,5,0.25,34,1,0,1,0
U08393,Hollywood,70,2023-01,organic,0,0,5,5,15,7,7,21,7,7,23,0.42,13,0.45,37,1,0,1,0
U08394,Hollywood,469,2024-01,paid,73,0,16,26,78,20,32,98,27,44,132,0.22,8,0.82,34,23,0,1,0
U08395,Hollywood,361,2025-06,paid,113,0,6,9,18,7,11,23,10,15,31,0.48,2,0.89,40,13,0,1,0
U08396,Family,242,2024-01,paid,72,0,13,19,76,15,23,92,27,40,162,0.37,7,0.46,51,38,0,1,1
U08397,Hollywood,427,2023-10,organic,0,0,8,12,48,11,17,68,16,24,97,0.86,6,0.4,63,4,0,1,0
U08398,Family,161,2024-10,organic,0,0,4,3,6,5,3,7,8,6,12,0.56,8,0.48,31,18,0,1,0
U08399,Hollywood,289,2024-09,organic,0,0,10,12,48,13,16,67,16,19,78,0.31,8,0.78,23,5,0,1,0
U08400,Hollywood,179,2024-04,paid,129,0,9,21,63,13,30,91,12,30,90,0.85,10,0.85,46,6,0,1,0
U08401,Family,118,2024-07,organic,0,0,5,19,38,7,29,59,7,26,53,0.53,0,0.85,52,19,0,1,0
U08402,Hollywood,224,2023-06,paid,132,0,11,18,36,14,24,48,17,28,56,0.43,3,0.29,53,27,0,1,0
U08403,Hollywood,488,2024-07,paid,138,0,14,19,57,17,23,71,22,29,89,0.51,0,0.59,44,11,0,1,0
U08404,Family,235,2025-06,organic,0,0,5,12,24,7,18,37,9,22,44,0.33,12,0.79,63,28,0,1,1
U08405,Hollywood,483,2023-08,paid,79,0,8,32,128,11,45,180,16,65,262,0.6,5,0.48,65,28,0,1,0
U08406,Hollywood,34,2024-07,organic,0,0,8,10,30,11,14,43,11,14,44,0.8,5,0.73,40,7,0,1,0
U08407,Hollywood,308,2023-04,organic,0,0,6,7,21,7,9,27,8,10,30,0.56,4,0.48,50,10,0,1,0
U08408,Family,160,2024-02,paid,106,0,6,17,51,7,21,64,9,27,82,0.85,12,0.84,44,28,0,1,0
U08409,Family,69,2025-01,paid,101,0,7,29,116,10,43,172,11,46,186,0.66,1,0.88,24,3,0,1,0
U08410,Family,193,2024-01,organic,0,0,6,6,12,9,9,18,9,9,18,0.54,11,0.61,35,5,0,1,0
U08411,Hollywood,425,2023-05,paid,137,0,2,6,24,2,8,35,3,11,44,0.6,4,0.76,64,15,0,1,0
U08412,Hollywood,88,2025-12,paid,132,0,5,14,28,6,18,36,7,20,40,0.67,7,0.52,59,18,0,1,0
U08413,Family,309,2024-07,organic,0,0,11,14,28,15,20,40,23,29,58,0.4,13,0.29,34,33,0,1,0
U08414,Family,175,2024-02,organic,0,0,8,14,28,11,20,40,13,23,47,0.57,10,0.76,57,1,0,1,0
U08415,Hollywood,276,2023-04,paid,140,0,9,11,22,11,14,28,18,22,45,0.52,12,0.87,51,5,0,1,0
U08416,Hollywood,163,2023-10,paid,143,0,1,3,6,1,3,7,1,5,11,0.55,13,0.88,62,15,0,1,0
U08417,Hollywood,281,2024-03,paid,128,0,9,4,8,13,6,12,15,6,13,0.77,3,0.23,30,33,0,1,0
U08418,Family,83,2023-02,organic,0,0,7,15,30,10,23,47,11,24,49,0.72,11,0.8,47,31,0,1,0
U08419,Family,461,2024-09,organic,0,0,11,15,45,14,20,60,19,26,78,0.3,4,0.32,40,0,0,1,0
U08420,Hollywood,132,2023-09,paid,125,0,3,4,16,3,4,19,5,7,29,0.82,4,0.38,27,28,0,1,0
U08421,Family,344,2025-03,organic,0,0,5,7,21,7,10,30,10,14,44,0.93,11,0.41,37,18,0,1,0
U08422,Hollywood,276,2023-04,paid,115,0,9,11,22,13,16,33,19,23,47,0.71,2,0.67,39,8,0,1,0
U08423,Hollywood,256,2024-07,organic,0,0,16,15,45,24,22,67,26,24,73,0.59,14,0.58,21,0,0,1,0
U08424,Hollywood,358,2024-10,paid,145,0,11,22,44,14,29,58,16,32,64,0.88,10,0.75,53,27,0,1,0
U08425,Family,456,2025-07,organic,0,0,12,18,72,15,23,93,24,36,146,0.91,10,0.51,40,20,0,1,0
U08426,Hollywood,251,2024-02,paid,121,0,3,2,8,4,3,12,6,4,16,0.69,10,0.27,45,0,0,1,0
U08427,Hollywood,162,2025-01,organic,0,0,7,13,39,8,16,48,13,24,73,0.62,1,0.82,35,42,0,1,1
U08428,Hollywood,283,2023-06,organic,0,0,2,7,21,3,10,31,3,11,33,0.23,1,0.33,46,5,0,1,0
U08429,Family,352,2023-08,organic,0,0,12,16,32,16,21,42,23,30,61,0.6,4,0.43,47,25,0,1,0
U08430,Hollywood,210,2024-03,paid,117,0,5,6,18,7,9,28,8,10,30,0.22,6,0.32,54,5,0,1,0
U08431,Family,473,2025-06,paid,72,0,10,12,24,14,17,34,17,21,43,0.69,7,0.27,27,2,0,1,0
U08432,Hollywood,122,2025-07,organic,0,0,13,17,68,20,27,108,19,26,104,0.86,6,0.41,47,33,0,1,0
U08433,Hollywood,26,2024-03,paid,114,1,2,5,10,3,7,15,2,7,14,0.25,4,0.6,34,44,1,0,1
U08434,Family,185,2025-06,paid,123,0,2,6,24,2,8,35,4,12,50,0.22,9,0.58,68,17,0,1,0
U08435,Family,166,2024-06,organic,0,0,14,20,60,19,27,83,21,30,90,0.38,6,0.36,28,37,0,1,1
U08436,Hollywood,442,2025-03,paid,101,0,9,22,66,12,29,89,16,41,124,0.52,6,0.73,54,22,0,1,0
U08437,Family,178,2023-02,paid,76,0,17,25,100,24,36,145,36,53,212,0.67,9,0.28,30,41,0,1,0
U08438,Hollywood,436,2024-07,organic,0,0,2,4,12,2,5,15,4,8,24,0.78,14,0.2,56,6,0,1,0
U08439,Family,265,2023-01,organic,0,0,6,20,40,7,24,48,12,41,82,0.49,8,0.86,57,20,0,1,0
U08440,Family,198,2025-12,paid,78,0,6,7,21,8,10,31,9,11,33,0.48,11,0.67,26,14,0,1,0
U08441,Hollywood,197,2024-12,organic,0,0,10,18,72,13,25,100,14,26,105,0.56,13,0.51,21,44,0,1,1
U08442,Hollywood,307,2024-01,paid,71,0,7,9,36,8,11,44,13,17,71,0.21,7,0.61,41,31,0,1,1
U08443,Hollywood,100,2024-04,organic,0,0,15,11,22,20,15,30,31,22,45,0.66,5,0.75,38,19,0,1,0
U08444,Family,235,2023-09,paid,88,0,7,13,52,9,17,70,14,27,108,0.89,1,0.5,63,21,0,1,0
U08445,Family,345,2025-12,paid,82,0,3,8,16,4,11,23,6,17,34,0.36,8,0.37,64,10,0,1,0
U08446,Family,123,2023-04,paid,93,0,5,4,16,6,4,19,7,6,24,0.76,10,0.42,33,0,0,1,0
U08447,Hollywood,219,2024-03,paid,131,0,7,10,30,10,14,43,12,17,52,0.58,0,0.38,34,26,0,1,0
U08448,Family,190,2025-02,paid,93,0,5,12,48,7,18,73,7,17,69,0.54,13,0.23,49,0,0,1,0
U08449,Family,405,2024-04,paid,109,0,7,15,30,10,21,43,13,29,58,0.23,0,0.84,58,38,0,1,1
U08450,Hollywood,333,2024-07,paid,129,0,6,3,6,9,4,9,10,5,10,0.41,2,0.79,68,4,0,1,0
U08451,Hollywood,228,2025-05,organic,0,0,15,10,30,19,13,39,28,19,57,0.74,6,0.39,69,32,0,1,0
U08452,Hollywood,324,2024-05,paid,81,0,10,16,48,15,25,75,19,31,95,0.78,9,0.89,61,28,0,1,0
U08453,Family,108,2023-10,paid,148,0,16,19,57,21,25,76,28,33,99,0.61,10,0.58,41,12,0,1,0
U08454,Hollywood,332,2023-06,paid,76,0,4,8,32,5,10,40,8,16,67,0.63,9,0.71,33,6,0,1,0
U08455,Hollywood,76,2024-01,organic,0,0,14,13,26,19,17,35,23,22,44,0.72,12,0.58,24,4,0,1,0
U08456,Family,359,2023-03,organic,0,0,3,5,10,3,6,12,5,8,17,0.91,5,0.33,56,8,0,1,0
U08457,Family,65,2023-07,organic,0,0,10,14,28,15,21,42,18,25,51,0.25,6,0.41,37,36,0,1,1
U08458,Family,99,2023-11,paid,131,0,3,7,21,4,10,30,4,11,33,0.89,9,0.54,48,38,0,1,0
U08459,Hollywood,147,2023-05,paid,115,0,12,19,76,18,28,114,19,30,120,0.79,8,0.48,53,21,0,1,0
U08460,Family,202,2024-10,paid,76,0,6,10,30,8,14,42,10,17,51,0.2,7,0.28,21,4,0,1,0
U08461,Hollywood,185,2025-11,paid,104,0,8,8,24,10,10,31,11,11,33,0.49,0,0.79,31,4,0,1,0
U08462,Family,421,2025-07,paid,99,0,9,10,20,11,13,26,19,21,42,0.27,4,0.6,36,27,0,1,0
U08463,Family,63,2024-11,paid,149,0,9,16,48,11,19,59,16,28,85,0.68,0,0.49,67,15,0,1,0
U08464,Family,486,2024-03,organic,0,0,7,11,33,9,14,43,12,20,60,0.72,12,0.5,42,16,0,1,0
U08465,Family,336,2025-06,paid,112,0,15,21,63,21,30,91,25,36,108,0.52,9,0.84,53,33,0,1,0
U08466,Hollywood,373,2024-03,organic,0,0,9,12,36,11,15,47,17,23,71,0.44,3,0.31,52,3,0,1,0
U08467,Family,381,2024-01,paid,143,0,15,15,30,18,18,37,24,24,49,0.9,7,0.43,53,32,0,1,0
U08468,Hollywood,440,2025-12,paid,117,0,6,15,60,8,20,81,9,23,92,0.75,7,0.39,63,15,0,1,0
U08469,Family,81,2023-03,organic,0,0,4,4,8,4,4,9,7,7,15,0.59,2,0.4,63,16,0,1,0
U08470,Family,126,2023-10,organic,0,0,6,22,88,8,31,125,9,36,144,0.53,13,0.32,33,35,0,1,1
U08471,Hollywood,185,2023-05,organic,0,0,3,4,16,4,5,22,5,7,28,0.21,11,0.74,58,24,0,1,1
U08472,Hollywood,456,2023-11,paid,92,0,13,6,12,19,9,18,19,9,18,0.5,2,0.42,22,13,0,1,0
U08473,Family,25,2024-01,paid,101,1,6,10,40,7,12,51,12,21,84,0.77,14,0.22,46,26,1,0,0
U08474,Hollywood,106,2024-03,paid,94,0,10,11,22,12,13,26,20,22,45,0.38,5,0.29,68,9,0,1,0
U08475,Hollywood,2,2024-07,paid,131,1,9,13,26,14,20,40,14,20,41,0.47,14,0.79,22,16,1,0,0
U08476,Hollywood,227,2023-03,paid,103,0,3,6,18,3,7,23,5,11,35,0.4,4,0.51,44,28,0,1,1
U08477,Family,336,2024-07,paid,107,0,7,10,30,10,15,45,10,15,45,0.23,9,0.36,56,38,0,1,1
U08478,Family,10,2024-04,paid,141,1,12,9,18,18,14,28,22,17,34,0.61,3,0.38,44,1,1,0,0
U08479,Hollywood,382,2025-04,paid,102,0,3,6,24,4,8,33,5,10,42,0.24,13,0.86,35,26,0,1,1
U08480,Hollywood,65,2024-03,paid,100,0,9,18,36,12,24,48,19,39,78,0.91,11,0.72,53,20,0,1,0
U08481,Family,283,2025-02,paid,91,0,8,14,56,11,19,79,14,24,98,0.69,10,0.21,33,3,0,1,0
U08482,Hollywood,51,2023-01,paid,144,0,4,10,30,4,12,36,8,21,63,0.72,9,0.49,30,38,0,1,0
U08483,Family,10,2024-09,paid,119,1,20,23,69,27,31,95,34,40,120,0.27,11,0.35,51,30,1,0,1
U08484,Hollywood,235,2024-05,paid,118,0,12,9,36,15,11,45,26,19,78,0.51,7,0.83,60,26,0,1,0
U08485,Family,285,2025-01,paid,122,0,12,7,28,14,8,33,19,11,45,0.6,2,0.57,48,24,0,1,0
U08486,Family,415,2023-02,paid,133,0,17,23,46,21,29,58,32,44,88,0.27,13,0.76,29,14,0,1,0
U08487,Family,19,2025-08,paid,124,1,19,18,54,27,25,77,38,36,108,0.79,11,0.64,23,33,1,0,0
U08488,Hollywood,428,2024-06,organic,0,0,6,9,18,8,12,24,12,18,37,0.58,4,0.65,28,32,0,1,0
U08489,Family,457,2024-02,paid,145,0,3,9,36,4,13,54,4,13,52,0.68,3,0.41,41,3,0,1,0
U08490,Family,71,2024-11,paid,105,0,4,4,16,6,6,25,8,8,35,0.51,3,0.85,40,8,0,1,0
U08491,Family,251,2023-04,paid,149,0,7,9,36,8,11,44,13,17,70,0.52,2,0.73,59,43,0,1,1
U08492,Family,45,2024-11,paid,92,0,9,9,27,12,12,36,18,18,54,0.51,5,0.43,52,22,0,1,0
U08493,Hollywood,339,2025-06,organic,0,0,4,12,36,5,15,45,6,18,55,0.95,11,0.44,54,33,0,1,0
U08494,Family,403,2024-03,paid,99,0,3,13,52,3,17,68,4,21,84,0.3,9,0.87,69,26,0,1,1
U08495,Hollywood,15,2024-04,paid,112,1,6,6,12,7,7,14,10,10,20,0.9,0,0.89,34,33,1,0,0
U08496,Family,28,2025-11,organic,0,1,18,23,46,24,31,63,25,33,66,0.63,10,0.62,37,39,1,0,1
U08497,Family,451,2023-03,organic,0,0,6,8,16,9,12,25,10,14,28,0.58,12,0.32,40,31,0,1,0
U08498,Hollywood,130,2025-08,organic,0,0,8,21,84,12,32,128,13,35,143,0.47,13,0.29,53,31,0,1,0
U08499,Hollywood,196,2025-07,paid,109,0,7,10,40,9,13,54,13,18,75,0.88,13,0.73,44,32,0,1,0
U08500,Hollywood,176,2024-08,paid,75,0,8,26,78,11,37,111,11,38,114,0.34,5,0.28,22,32,0,1,1
U08501,Hollywood,48,2024-05,organic,0,0,14,17,51,21,25,77,23,28,84,0.72,2,0.58,62,32,0,1,0
U08502,Hollywood,360,2025-04,organic,0,0,8,17,51,11,23,70,14,31,94,0.38,12,0.58,61,12,0,1,0
U08503,Hollywood,341,2024-09,paid,124,0,4,4,16,5,5,23,6,6,24,0.85,5,0.31,56,35,0,1,0
U08504,Hollywood,314,2024-10,paid,114,0,5,15,60,7,21,84,9,29,119,0.64,4,0.61,26,1,0,1,0
U08505,Hollywood,179,2024-08,paid,109,0,9,10,30,11,12,38,17,19,58,0.49,4,0.57,47,0,0,1,0
U08506,Family,41,2025-05,organic,0,0,8,24,96,12,37,150,13,41,166,0.57,13,0.8,28,22,0,1,0
U08507,Hollywood,162,2024-08,paid,106,0,10,13,52,14,19,77,16,21,84,0.93,11,0.41,48,32,0,1,0
U08508,Hollywood,139,2024-12,paid,114,0,9,20,60,14,31,94,18,40,122,0.59,14,0.28,63,41,0,1,1
U08509,Hollywood,37,2024-12,organic,0,0,13,25,75,20,39,117,24,46,140,0.62,4,0.79,62,15,0,1,0
U08510,Hollywood,218,2025-12,organic,0,0,6,8,24,7,10,30,11,15,46,0.64,1,0.26,22,4,0,1,0
U08511,Hollywood,179,2023-06,organic,0,0,3,4,8,3,5,10,6,8,16,0.54,5,0.46,47,17,0,1,0
U08512,Hollywood,131,2025-02,paid,96,0,10,6,24,13,8,32,20,12,49,0.23,7,0.53,22,7,0,1,0
U08513,Family,266,2024-06,paid,115,0,11,16,48,15,22,67,16,24,74,0.74,12,0.61,59,33,0,1,0
U08514,Family,474,2025-01,organic,0,0,6,25,75,8,33,101,11,47,143,0.74,6,0.67,56,36,0,1,0
U08515,Family,355,2023-08,paid,111,0,13,9,27,17,12,37,23,16,49,0.31,9,0.44,20,7,0,1,0
U08516,Family,478,2023-03,organic,0,0,13,11,44,17,14,59,21,18,73,0.66,1,0.73,52,9,0,1,0
U08517,Family,320,2024-03,organic,0,0,14,23,69,19,31,95,24,41,123,0.44,0,0.66,45,29,0,1,0
U08518,Family,295,2024-01,paid,75,0,18,23,92,28,36,146,33,43,173,0.77,8,0.58,55,24,0,1,0
U08519,Family,177,2025-10,organic,0,0,4,10,20,6,15,31,7,19,38,0.24,10,0.38,29,38,0,1,1
U08520,Family,218,2025-05,paid,108,0,7,8,24,9,10,31,10,11,35,0.9,1,0.89,41,34,0,1,0
U08521,Family,334,2024-12,paid,78,0,3,4,16,3,4,19,6,8,33,0.78,2,0.71,44,24,0,1,0
U08522,Hollywood,411,2023-01,paid,83,0,18,16,32,22,20,40,30,27,54,0.24,0,0.41,35,44,0,1,1
U08523,Family,153,2023-06,organic,0,0,7,21,42,9,29,58,10,31,62,0.49,5,0.37,22,26,0,1,0
U08524,Hollywood,456,2024-09,paid,118,0,13,9,27,15,11,33,25,17,51,0.83,5,0.88,26,1,0,1,0
U08525,Hollywood,132,2024-10,paid,112,0,10,22,66,13,28,86,18,41,124,0.22,10,0.33,41,28,0,1,1
U08526,Family,439,2024-12,organic,0,0,11,20,40,13,24,49,16,30,60,0.23,3,0.55,66,31,0,1,1
U08527,Family,55,2024-09,paid,140,0,20,26,52,25,33,66,34,44,89,0.77,13,0.34,44,24,0,1,0
U08528,Hollywood,88,2023-03,paid,94,0,8,7,21,10,9,27,15,13,40,0.77,2,0.48,31,39,0,1,0
U08529,Hollywood,131,2025-02,paid,94,0,14,6,12,19,8,16,25,11,22,0.22,12,0.55,60,0,0,1,0
U08530,Family,452,2024-08,paid,109,0,16,19,76,22,26,106,23,28,112,0.7,13,0.61,50,37,0,1,0
U08531,Family,455,2024-10,paid,117,0,16,11,33,20,13,41,26,18,55,0.69,12,0.29,53,21,0,1,0
U08532,Hollywood,417,2025-04,paid,82,0,12,14,28,16,19,39,21,25,51,0.71,4,0.32,35,26,0,1,0
U08533,Hollywood,115,2024-02,paid,139,0,5,8,24,7,11,35,8,13,41,0.58,2,0.48,39,19,0,1,0
U08534,Family,472,2024-09,paid,120,0,8,5,15,12,7,23,12,7,23,0.45,2,0.53,68,23,0,1,0
U08535,Family,184,2025-10,organic,0,0,8,6,18,11,8,24,17,13,39,0.71,2,0.24,59,36,0,1,0
U08536,Hollywood,62,2023-03,paid,85,0,7,18,54,9,24,74,10,26,80,0.5,10,0.54,64,36,0,1,1
U08537,Hollywood,251,2023-01,paid,136,0,15,23,46,23,36,73,27,41,83,0.41,13,0.88,28,28,0,1,0
U08538,Hollywood,62,2025-01,organic,0,0,4,11,44,5,15,62,8,23,92,0.93,14,0.33,27,40,0,1,0
U08539,Family,104,2024-05,organic,0,0,13,25,50,18,35,71,19,37,74,0.35,10,0.33,51,3,0,1,0
U08540,Family,322,2025-06,paid,148,0,8,14,42,12,22,67,16,29,89,0.81,14,0.6,23,22,0,1,0
U08541,Hollywood,178,2023-11,paid,89,0,16,8,32,21,10,43,26,13,53,0.62,14,0.61,67,34,0,1,0
U08542,Family,56,2023-02,paid,94,0,5,8,32,6,10,42,7,11,45,0.47,13,0.44,60,15,0,1,0
U08543,Family,177,2025-09,paid,102,0,20,12,48,30,18,73,42,25,101,0.86,7,0.66,34,5,0,1,0
U08544,Family,72,2023-12,paid,112,0,4,19,76,5,24,96,8,40,160,0.94,9,0.83,60,44,0,1,0
U08545,Hollywood,220,2025-11,paid,123,0,6,9,36,8,12,48,9,14,57,0.82,5,0.45,30,14,0,1,0
U08546,Hollywood,251,2023-05,paid,105,0,10,6,18,15,9,28,20,12,37,0.78,2,0.52,28,39,0,1,0
U08547,Family,314,2025-11,organic,0,0,6,6,24,9,9,36,11,11,46,0.8,6,0.58,35,7,0,1,0
U08548,Family,395,2025-01,paid,118,0,6,19,76,8,27,110,10,34,137,0.45,14,0.79,63,6,0,1,0
U08549,Family,303,2025-05,paid,133,0,2,7,28,2,9,38,4,15,60,0.56,0,0.48,35,3,0,1,0
U08550,Family,263,2025-09,paid,90,0,7,22,44,10,33,66,12,40,80,0.87,1,0.27,65,16,0,1,0
U08551,Hollywood,399,2024-02,paid,81,0,10,24,72,14,34,102,16,39,117,0.66,3,0.79,56,30,0,1,0
U08552,Hollywood,84,2023-10,organic,0,0,11,15,60,13,18,73,23,31,126,0.3,8,0.23,61,39,0,1,1
U08553,Hollywood,298,2024-06,organic,0,0,6,13,52,9,19,78,9,20,80,0.29,10,0.48,58,17,0,1,0
U08554,Family,5,2025-01,paid,120,1,7,13,52,8,15,63,10,19,77,0.23,2,0.23,27,22,1,0,1
U08555,Family,187,2025-02,organic,0,0,12,12,24,16,16,33,23,23,46,0.21,6,0.88,27,21,0,1,0
U08556,Family,362,2023-11,paid,127,0,8,25,75,9,30,92,11,35,107,0.24,5,0.85,59,38,0,1,1
U08557,Hollywood,323,2024-10,organic,0,0,5,8,32,7,12,49,9,14,58,0.43,14,0.8,69,3,0,1,0
U08558,Family,61,2023-03,paid,86,0,7,3,12,8,3,15,13,5,23,0.34,6,0.63,53,11,0,1,0
U08559,Family,51,2025-12,paid,90,0,6,13,39,7,16,50,9,20,61,0.36,5,0.6,45,28,0,1,0
U08560,Hollywood,12,2023-12,paid,92,1,12,7,14,17,10,20,22,13,26,0.27,14,0.65,55,41,1,0,1
U08561,Family,461,2024-05,paid,106,0,13,15,45,20,23,71,19,22,67,0.94,2,0.59,20,15,0,1,0
U08562,Hollywood,229,2025-04,organic,0,0,3,2,6,4,2,8,5,3,10,0.83,13,0.21,43,42,0,1,1
U08563,Hollywood,483,2025-11,paid,114,0,6,5,20,9,7,30,8,7,28,0.26,8,0.35,27,20,0,1,0
U08564,Hollywood,295,2025-12,paid,115,0,6,3,9,8,4,13,9,4,14,0.68,9,0.21,29,17,0,1,0
U08565,Family,169,2025-10,paid,143,0,9,9,27,10,10,32,13,13,41,0.39,5,0.74,28,25,0,1,0
U08566,Family,372,2025-05,organic,0,0,9,13,52,13,19,79,13,19,76,0.66,13,0.61,56,11,0,1,0
U08567,Family,395,2024-10,paid,118,0,5,8,32,7,11,47,8,14,56,0.52,8,0.64,39,4,0,1,0
U08568,Family,7,2023-01,paid,71,1,16,16,32,25,25,51,23,23,47,0.22,4,0.73,48,14,1,0,0
U08569,Family,476,2023-01,organic,0,0,5,3,6,6,4,8,8,4,9,0.51,6,0.49,64,40,0,1,1
U08570,Hollywood,296,2024-08,paid,132,0,3,6,18,3,7,22,5,10,32,0.87,6,0.69,55,35,0,1,0
U08571,Family,3,2024-11,paid,97,1,3,3,9,4,4,12,5,5,17,0.73,11,0.38,34,30,1,0,1
U08572,Hollywood,481,2024-10,paid,109,0,15,11,44,19,14,56,25,18,73,0.24,10,0.7,60,25,0,1,0
U08573,Family,343,2024-07,organic,0,0,6,6,12,7,7,15,11,11,22,0.48,2,0.9,45,25,0,1,0
U08574,Hollywood,469,2025-08,organic,0,0,3,7,21,4,10,32,5,12,37,0.63,1,0.61,69,32,0,1,0
